username,artist,album,song,date
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 20:23
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 20:21
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 20:20
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 20:18
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 20:17
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 20:15
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 20:14
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 20:12
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 20:11
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 20:09
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 20:08
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 20:06
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 20:05
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 20:03
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 20:02
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 20:00
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 19:59
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 19:59
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 19:57
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 19:56
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 19:54
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 19:53
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 19:51
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 19:50
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 19:48
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 19:47
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 19:45
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 19:44
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 19:42
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 19:41
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 19:39
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 19:38
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti-Hero,05 Nov 2022 19:36
Lourencoo,Taylor Swift,Midnights (3 am Edition),Anti Hero (Feat. Bleachers),05 Nov 2022 19:35
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 19:24
Lourencoo,Lorde,Pure Heroine,Buzzcut Season,05 Nov 2022 19:20
Lourencoo,Ghost,Seven Inches of Satanic Panic,Mary on a Cross,05 Nov 2022 19:15
Lourencoo,Isabel LaRosa,HAUNTED,Haunted,05 Nov 2022 18:22
Lourencoo,Lorde,Melodrama,The Louvre,05 Nov 2022 18:04
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 17:36
Lourencoo,Lorde,Pure Heroine,Buzzcut Season,05 Nov 2022 17:31
Lourencoo,Grimes,Art Angels,Kill V. Maim,05 Nov 2022 13:59
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 13:55
Lourencoo,Ghost,Seven Inches of Satanic Panic,Mary on a Cross,05 Nov 2022 12:39
Lourencoo,Grimes,Art Angels,Pin,05 Nov 2022 12:35
Lourencoo,Grimes,Art Angels,Kill V. Maim,05 Nov 2022 12:27
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 12:23
Lourencoo,Charli XCX,CRASH (Deluxe),Crash,05 Nov 2022 12:19
Lourencoo,Charli XCX,CRASH (Deluxe),Used to Know Me,05 Nov 2022 12:17
Lourencoo,Charli XCX,CRASH (Deluxe),New Shapes (feat. Christine and the Queens and Caroline Polachek),05 Nov 2022 12:14
Lourencoo,Ethel Cain,Preacher’s Daughter,A House in Nebraska,05 Nov 2022 12:00
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:43
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:40
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:40
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:39
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:37
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:37
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:36
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:34
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:34
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:33
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:31
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:31
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:30
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:28
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 11:28
Lourencoo,Isabella Lovestory,Amor Hardcore,Gateo (feat. Ms Nina),05 Nov 2022 11:27
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 11:27
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 11:25
